,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Mileage_bin
7319,19757,631,NISSAN,Juke,2011,Jeep,No,Petrol,1.6,438886.75,4,Tiptronic,4x4,04-May,Left wheel,Black,8,"(250000.0, 438886.75]"
7320,17562,915,MASERATI,Ghibli,2014,Sedan,Yes,Petrol,3.0,43710.0,6,Automatic,Rear,04-May,Left wheel,Brown,12,"(-0.001, 60000.0]"
7321,14800,530,NISSAN,Juke,2013,Jeep,No,Petrol,1.6,220861.0,4,Tiptronic,4x4,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
7322,26657,0,MERCEDES-BENZ,S 320,2001,Sedan,Yes,Petrol,3.2,270000.0,6,Tiptronic,Rear,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
7323,2195,645,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,308501.0,4,Automatic,Front,04-May,Left wheel,Blue,12,"(250000.0, 438886.75]"
7325,4077,0,GAZ,3110,1997,Sedan,No,CNG,2.4,0.0,4,Manual,Rear,04-May,Left wheel,Black,0,"(-0.001, 60000.0]"
7326,19121,631,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,438886.75,4,Automatic,Front,04-May,Left wheel,Black,4,"(250000.0, 438886.75]"
7327,18817,639,FORD,Fusion,2014,Sedan,Yes,Petrol,2.0,151846.0,4,Automatic,Front,04-May,Left wheel,Grey,0,"(111111.0, 159000.0]"
7328,26657,1301,BMW,550,2014,Sedan,Yes,Petrol,3.7,84909.0,8,Automatic,Rear,04-May,Left wheel,Black,0,"(60000.0, 111111.0]"
7329,14062,966,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2.0,119021.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(111111.0, 159000.0]"
7330,13172,645,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,150000.0,4,Tiptronic,Front,04-May,Left wheel,Sky blue,6,"(111111.0, 159000.0]"
7331,47694,765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.0,51115.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(-0.001, 60000.0]"
7332,13172,765,FORD,Focus,2015,Hatchback,No,Petrol,2.0,217600.0,4,Automatic,Front,04-May,Left wheel,White,8,"(159000.0, 250000.0]"
7333,862,2002,DODGE,Avenger,2008,Sedan,Yes,Petrol,3.7,319858.0,6,Automatic,Front,04-May,Left wheel,Silver,12,"(250000.0, 438886.75]"
7334,80,0,MITSUBISHI,Pajero IO,2007,Jeep,No,Petrol,2.0,180000.0,4,Automatic,4x4,04-May,Left wheel,Red,2,"(159000.0, 250000.0]"
7335,10349,631,OPEL,Corsa,2007,Hatchback,No,Petrol,1.4,438886.75,4,Manual,Front,04-May,Left wheel,Black,8,"(250000.0, 438886.75]"
7336,20385,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4,13120.0,4,Tiptronic,Front,04-May,Left wheel,White,12,"(-0.001, 60000.0]"
7339,83107,917,MERCEDES-BENZ,GL 350 BLUETEC,2013,Jeep,Yes,Diesel,3.0,99000.0,6,Tiptronic,4x4,04-May,Left wheel,Grey,12,"(60000.0, 111111.0]"
7340,16935,0,BMW,X5,2006,Jeep,Yes,LPG,3.0,260000.0,6,Tiptronic,4x4,04-May,Left wheel,Grey,10,"(250000.0, 438886.75]"
7341,8154,631,MERCEDES-BENZ,C 230,2003,Coupe,Yes,LPG,1.8,438886.75,4,Automatic,Rear,02-Mar,Left wheel,Black,6,"(250000.0, 438886.75]"
7342,15210,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,72288.0,4,Automatic,Front,04-May,Left wheel,Red,7,"(60000.0, 111111.0]"
7343,43592,0,CHEVROLET,Volt,2016,Hatchback,Yes,Plug-in Hybrid,1.5,84000.0,4,Automatic,Front,04-May,Left wheel,Silver,12,"(60000.0, 111111.0]"
7345,6586,746,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.5,173213.0,4,Automatic,Front,04-May,Left wheel,White,12,"(159000.0, 250000.0]"
7346,22894,631,MERCEDES-BENZ,ML 350,2015,Jeep,Yes,Diesel,3.5,438886.75,6,Automatic,4x4,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
7348,22947,707,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2.0,114570.0,4,Automatic,Front,04-May,Left wheel,White,4,"(111111.0, 159000.0]"
7350,9722,761,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,400000.0,4,Variator,Front,04-May,Left wheel,Carnelian red,8,"(250000.0, 438886.75]"
7351,188,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,146019.0,4,Automatic,Front,04-May,Left wheel,White,12,"(111111.0, 159000.0]"
7352,9408,645,FORD,Transit Connect,2011,Goods wagon,No,Diesel,1.8,219123.0,4,Manual,Front,04-May,Left wheel,Silver,8,"(159000.0, 250000.0]"
7354,23207,1324,HYUNDAI,Genesis,2010,Sedan,Yes,Petrol,3.3,194404.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(159000.0, 250000.0]"
7356,13297,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2.0,149000.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(111111.0, 159000.0]"
7358,21953,781,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,102088.0,4,Automatic,Front,04-May,Left wheel,Grey,0,"(60000.0, 111111.0]"
7359,6,631,BMW,320,2001,Coupe,No,Petrol,2.5,438886.75,6,Manual,Rear,02-Mar,Left wheel,Black,0,"(250000.0, 438886.75]"
7360,941,631,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,2.0,438886.75,4,Automatic,Front,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
7361,7840,0,SUZUKI,Ignis,2005,Hatchback,No,Petrol,1.3,190000.0,4,Manual,Front,04-May,Left wheel,Silver,4,"(159000.0, 250000.0]"
7362,42218,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,48800.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(-0.001, 60000.0]"
7364,15053,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,438886.75,4,Automatic,Front,04-May,Left wheel,Red,4,"(250000.0, 438886.75]"
7365,7213,1077,SUBARU,Crosstrek,2019,Sedan,Yes,Petrol,2.0,6384.0,4,Automatic,4x4,04-May,Left wheel,Blue,12,"(-0.001, 60000.0]"
7367,17876,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2.0,29541.0,4,Automatic,Front,04-May,Left wheel,Blue,12,"(-0.001, 60000.0]"
7368,3136,0,FORD,Mondeo,1995,Hatchback,No,CNG,1.6,250000.0,4,Manual,Front,04-May,Left wheel,Silver,2,"(159000.0, 250000.0]"
7369,28830,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2.0,144166.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(111111.0, 159000.0]"
7370,32929,0,TOYOTA,Camry,2016,Sedan,No,Hybrid,2.5,140000.0,4,Automatic,Front,04-May,Left wheel,Blue,12,"(111111.0, 159000.0]"
7371,39201,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,3.7,155821.0,8,Automatic,4x4,04-May,Left wheel,Black,0,"(111111.0, 159000.0]"
7372,94080,0,BMW,X5,2014,Jeep,Yes,Diesel,2.0,260000.0,4,Tiptronic,4x4,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
7374,10349,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,129000.0,4,Variator,Front,04-May,Right-hand drive,White,4,"(111111.0, 159000.0]"
7375,23521,1083,CHEVROLET,Camaro LS,2013,Coupe,No,Petrol,3.6,155253.0,6,Manual,Rear,02-Mar,Left wheel,Black,12,"(111111.0, 159000.0]"
7376,10976,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,147200.0,4,Manual,Front,04-May,Left wheel,Red,8,"(111111.0, 159000.0]"
7377,23834,0,LEXUS,RX 400,2007,Jeep,Yes,Hybrid,3.3,14000.0,6,Automatic,4x4,04-May,Left wheel,Black,10,"(-0.001, 60000.0]"
7378,30420,924,TOYOTA,Corolla ECO,2017,Sedan,Yes,Petrol,1.8,12865.0,4,Tiptronic,Front,04-May,Left wheel,Beige,12,"(-0.001, 60000.0]"
7379,50,0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,150000.0,6,Automatic,Rear,04-May,Right-hand drive,White,0,"(111111.0, 159000.0]"
7380,549,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2.0,24339.0,4,Automatic,Front,04-May,Left wheel,Blue,12,"(-0.001, 60000.0]"
7381,41055,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,123178.0,4,Automatic,Front,04-May,Left wheel,Blue,4,"(111111.0, 159000.0]"
7382,11604,843,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,198000.0,4,Variator,Front,04-May,Left wheel,Black,6,"(159000.0, 250000.0]"
7384,15994,0,MERCEDES-BENZ,E 200,2005,Sedan,Yes,CNG,1.8,187323.0,4,Automatic,Rear,04-May,Left wheel,Silver,6,"(159000.0, 250000.0]"
7385,8154,0,OPEL,Astra G,1999,Sedan,No,Petrol,1.6,200000.0,4,Manual,Front,04-May,Left wheel,Silver,4,"(159000.0, 250000.0]"
7386,23521,631,TOYOTA,RAV 4 SPORT,2010,Jeep,Yes,Petrol,2.5,438886.75,4,Tiptronic,4x4,04-May,Left wheel,Black,10,"(250000.0, 438886.75]"
7387,4800,0,CADILLAC,Catera,2000,Sedan,Yes,CNG,3.0,180000.0,6,Manual,Rear,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
7389,7840,843,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,204000.0,4,Automatic,Front,04-May,Left wheel,Golden,8,"(159000.0, 250000.0]"
7390,31675,1817,TOYOTA,Tacoma,2020,Sedan,Yes,Petrol,3.5,1669.0,6,Automatic,4x4,04-May,Left wheel,Black,12,"(-0.001, 60000.0]"
7392,14269,707,KIA,Optima,2011,Sedan,Yes,Petrol,2.0,41283.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(-0.001, 60000.0]"
7393,16935,0,AUDI,Q7,2008,Jeep,Yes,Petrol,3.6,220000.0,6,Tiptronic,4x4,04-May,Left wheel,Silver,8,"(159000.0, 250000.0]"
7394,6899,0,OPEL,Astra,1999,Goods wagon,No,Petrol,1.6,202966.0,4,Manual,Front,04-May,Left wheel,Blue,4,"(159000.0, 250000.0]"
7395,5378,494,NISSAN,March,2015,Hatchback,Yes,Petrol,1.2,75920.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(60000.0, 111111.0]"
7396,41538,749,HONDA,Civic,2014,Coupe,Yes,Petrol,2.4,58000.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(-0.001, 60000.0]"
7397,25716,1079,PORSCHE,Cayman,2018,Jeep,Yes,Petrol,2.0,1166.0,4,Automatic,Rear,04-May,Left wheel,White,12,"(-0.001, 60000.0]"
7400,19444,0,LAND ROVER,Land Rover Sport,2006,Jeep,Yes,Petrol,3.7,195000.0,6,Tiptronic,4x4,04-May,Left wheel,Blue,8,"(159000.0, 250000.0]"
7401,20385,1211,MERCEDES-BENZ,C 300,2010,Sedan,No,Petrol,3.0,146000.0,6,Tiptronic,4x4,04-May,Left wheel,White,0,"(111111.0, 159000.0]"
7402,8467,0,NISSAN,Pathfinder,1999,Jeep,No,CNG,3.3,1600.0,6,Automatic,4x4,04-May,Left wheel,Black,16,"(-0.001, 60000.0]"
7403,23521,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,161600.0,4,Automatic,Front,04-May,Left wheel,Red,16,"(159000.0, 250000.0]"
7404,44843,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,133687.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(111111.0, 159000.0]"
7405,43815,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.0,156000.0,4,Automatic,Front,04-May,Left wheel,Brown,4,"(111111.0, 159000.0]"
7407,25396,595,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,52959.0,4,Automatic,Front,04-May,Left wheel,Yellow,4,"(-0.001, 60000.0]"
7408,3293,1202,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2.4,97614.0,4,Automatic,Front,04-May,Left wheel,Blue,12,"(60000.0, 111111.0]"
7409,44545,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,130039.0,4,Automatic,Front,04-May,Left wheel,White,4,"(111111.0, 159000.0]"
7410,28225,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Petrol,3.5,92500.0,6,Automatic,Rear,04-May,Left wheel,Black,12,"(60000.0, 111111.0]"
7412,24123,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2.0,164578.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(159000.0, 250000.0]"
7413,30596,924,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,131391.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(111111.0, 159000.0]"
7414,17562,0,TOYOTA,Prius,2010,Hatchback,Yes,Petrol,1.8,111111.0,4,Variator,Front,04-May,Left wheel,Black,4,"(60000.0, 111111.0]"
7415,6586,1701,NISSAN,Tiida 15 M,2010,Hatchback,No,Petrol,1.5,39000.0,4,Automatic,Front,04-May,Right-hand drive,Beige,4,"(-0.001, 60000.0]"
7416,48610,0,BMW,528,2014,Sedan,Yes,Petrol,2.0,80000.0,6,Tiptronic,Rear,04-May,Left wheel,Silver,0,"(60000.0, 111111.0]"
7417,24148,631,FORD,Escape,2013,Jeep,Yes,Petrol,1.6,438886.75,4,Tiptronic,4x4,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
7418,17876,584,TOYOTA,Corolla LE,2014,Sedan,Yes,Petrol,1.8,66239.0,4,Automatic,Front,04-May,Left wheel,White,8,"(60000.0, 111111.0]"
7419,13799,1275,HYUNDAI,Santa FE,2019,Sedan,Yes,Petrol,2.4,22832.0,4,Automatic,4x4,04-May,Left wheel,Blue,12,"(-0.001, 60000.0]"
7420,44000,0,MERCEDES-BENZ,320,2009,Sedan,Yes,Diesel,3.0,223000.0,6,Tiptronic,4x4,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
7421,100,0,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,4000.0,6,Automatic,4x4,04-May,Left wheel,Black,6,"(-0.001, 60000.0]"
7423,20068,843,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,63116.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(60000.0, 111111.0]"
7424,21953,0,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Hybrid,1.4,132399.0,4,Tiptronic,Front,04-May,Left wheel,Silver,8,"(111111.0, 159000.0]"
7425,21639,1058,MERCEDES-BENZ,E 350 4 MATIC,2012,Sedan,Yes,Petrol,3.5,149000.0,6,Automatic,4x4,04-May,Left wheel,Blue,6,"(111111.0, 159000.0]"
7426,8781,0,MITSUBISHI,Colt,2005,Hatchback,No,Petrol,1.5,104000.0,4,Tiptronic,Front,04-May,Right-hand drive,Silver,5,"(60000.0, 111111.0]"
7427,4500,0,OPEL,Astra,1994,Sedan,No,Petrol,1.6,250000.0,4,Manual,Front,04-May,Left wheel,Green,0,"(159000.0, 250000.0]"
7428,32615,631,MERCEDES-BENZ,A 140,2019,Sedan,Yes,Petrol,2.0,438886.75,4,Automatic,Rear,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
7429,6272,0,MERCEDES-BENZ,Vito,1999,Minivan,No,Diesel,2.3,438886.75,4,Manual,Front,02-Mar,Left wheel,White,1,"(250000.0, 438886.75]"
7430,73698,0,BMW,630,2013,Sedan,Yes,Petrol,3.0,130000.0,6,Tiptronic,Rear,04-May,Left wheel,White,0,"(111111.0, 159000.0]"
7431,15681,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2.0,18950.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(-0.001, 60000.0]"
7432,4704,0,HONDA,Civic,2000,Hatchback,No,Petrol,1.5,185000.0,4,Variator,Front,04-May,Right-hand drive,Purple,2,"(159000.0, 250000.0]"
7435,6586,0,OPEL,Astra,2000,Sedan,No,Diesel,2.0,262140.0,4,Automatic,Front,04-May,Left wheel,Green,2,"(250000.0, 438886.75]"
7436,2038,765,KIA,Avella,2015,Sedan,Yes,Petrol,2.0,125621.0,4,Automatic,Front,04-May,Left wheel,Silver,12,"(111111.0, 159000.0]"
7437,392,521,CHEVROLET,Volt,2011,Hatchback,Yes,Hybrid,1.4,140171.0,4,Automatic,Front,04-May,Left wheel,Silver,12,"(111111.0, 159000.0]"
7438,157,631,AUDI,A7,2014,Hatchback,Yes,Petrol,3.0,438886.75,6,Automatic,4x4,04-May,Left wheel,Black,0,"(250000.0, 438886.75]"
7439,22580,0,FORD,Escape,2010,Jeep,No,Hybrid,2.5,150000.0,4,Variator,4x4,04-May,Left wheel,White,12,"(111111.0, 159000.0]"
7440,5700,0,MERCEDES-BENZ,A 160,2001,Sedan,No,Petrol,1.6,0.0,4,Automatic,Front,04-May,Right-hand drive,Black,4,"(-0.001, 60000.0]"
7442,9408,631,MITSUBISHI,Pajero IO,2004,Jeep,No,Petrol,2.0,438886.75,4,Automatic,4x4,04-May,Left wheel,Black,2,"(250000.0, 438886.75]"
7443,23207,631,HUMMER,H3,2008,Jeep,Yes,Petrol,3.7,438886.75,8,Manual,4x4,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
7444,7213,0,MAZDA,Demio evropuli,2003,Hatchback,No,CNG,1.4,185000.0,4,Manual,Front,04-May,Left wheel,Blue,4,"(159000.0, 250000.0]"
7445,627,642,SUZUKI,SX4,2012,Sedan,Yes,Petrol,2.0,267184.0,4,Automatic,4x4,04-May,Left wheel,Black,0,"(250000.0, 438886.75]"
7446,17559,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2.0,66000.0,4,Automatic,Front,04-May,Left wheel,Silver,12,"(60000.0, 111111.0]"
7448,19914,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2.0,238025.0,4,Automatic,Front,04-May,Left wheel,White,4,"(159000.0, 250000.0]"
7449,20385,640,FORD,Escape,2013,Jeep,Yes,Petrol,2.0,111000.0,4,Automatic,Front,04-May,Left wheel,Carnelian red,10,"(60000.0, 111111.0]"
7452,10976,0,TOYOTA,RAV 4,2002,Jeep,Yes,CNG,2.0,200000.0,4,Automatic,4x4,04-May,Left wheel,White,4,"(159000.0, 250000.0]"
7453,5645,0,VOLKSWAGEN,Golf Gti,1994,Hatchback,No,Petrol,2.0,126000.0,4,Manual,Front,02-Mar,Left wheel,Grey,0,"(111111.0, 159000.0]"
7454,1900,0,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,161000.0,4,Variator,Front,04-May,Right-hand drive,White,2,"(159000.0, 250000.0]"
7455,35567,751,HONDA,Civic,2013,Coupe,Yes,Petrol,2.4,103929.0,4,Automatic,Front,04-May,Left wheel,Blue,4,"(60000.0, 111111.0]"
7456,3136,784,FORD,Fusion,2017,Sedan,Yes,Petrol,1.5,77368.0,4,Automatic,Front,04-May,Left wheel,Golden,12,"(60000.0, 111111.0]"
7457,17876,900,DODGE,Dart,2015,Sedan,Yes,Petrol,2.4,111000.0,4,Tiptronic,Front,04-May,Left wheel,Grey,10,"(60000.0, 111111.0]"
7458,13350,0,TOYOTA,Aqua,2013,Sedan,No,Hybrid,1.5,1000.0,4,Automatic,Front,04-May,Right-hand drive,White,6,"(-0.001, 60000.0]"
7459,10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,349773.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(250000.0, 438886.75]"
7461,87497,1275,HONDA,Cr-v,2019,Sedan,No,Petrol,2.4,0.0,4,Variator,4x4,04-May,Left wheel,Silver,6,"(-0.001, 60000.0]"
7462,16741,836,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2.0,268065.0,4,Automatic,Front,04-May,Left wheel,White,4,"(250000.0, 438886.75]"
7463,11290,0,TOYOTA,Prius,2006,Sedan,Yes,Hybrid,1.5,168000.0,4,Automatic,Front,04-May,Left wheel,Black,2,"(159000.0, 250000.0]"
7464,12522,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,134990.0,4,Automatic,Front,04-May,Left wheel,Yellow,4,"(111111.0, 159000.0]"
7465,13172,0,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,156000.0,4,Variator,Front,04-May,Left wheel,White,6,"(111111.0, 159000.0]"
7466,30,631,HONDA,FIT,2002,Hatchback,No,Petrol,1.5,438886.75,4,Automatic,Front,04-May,Right-hand drive,Black,4,"(250000.0, 438886.75]"
7467,14113,0,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,243200.0,4,Automatic,Front,04-May,Left wheel,Silver,6,"(159000.0, 250000.0]"
7468,6272,0,FORD,Focus,2004,Goods wagon,No,Diesel,1.8,200000.0,4,Manual,Front,04-May,Left wheel,Silver,4,"(159000.0, 250000.0]"
7469,25089,880,NISSAN,Kicks,2018,Jeep,No,Petrol,1.6,4363.0,4,Automatic,Front,04-May,Left wheel,Grey,0,"(-0.001, 60000.0]"
7470,40,0,HONDA,FIT,2005,Hatchback,No,Petrol,1.5,150000.0,4,Automatic,Front,04-May,Right-hand drive,Grey,4,"(111111.0, 159000.0]"
7471,5488,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2.0,68417.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(60000.0, 111111.0]"
7472,55343,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2.0,41891.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(-0.001, 60000.0]"
7473,14740,986,MITSUBISHI,Outlander,2010,Jeep,No,Petrol,2.4,228800.0,4,Automatic,Front,04-May,Left wheel,Red,6,"(159000.0, 250000.0]"
7474,16621,781,TOYOTA,Camry XLE,2012,Sedan,No,Hybrid,2.5,177000.0,4,Tiptronic,Front,04-May,Left wheel,Black,10,"(159000.0, 250000.0]"
7475,21012,0,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,55000.0,4,Automatic,Front,04-May,Left wheel,Grey,12,"(-0.001, 60000.0]"
7476,37633,0,TOYOTA,Sienna,2010,Minivan,Yes,Petrol,3.5,184960.0,6,Tiptronic,Front,04-May,Left wheel,Green,10,"(159000.0, 250000.0]"
7478,9408,0,NISSAN,X-Trail,2002,Jeep,Yes,Petrol,2.0,196000.0,4,Automatic,4x4,04-May,Right-hand drive,White,2,"(159000.0, 250000.0]"
7479,19444,891,HYUNDAI,Elantra Se,2016,Sedan,No,Petrol,2.0,44293.0,8,Automatic,Front,04-May,Left wheel,Silver,8,"(-0.001, 60000.0]"
7481,7527,0,OPEL,Astra G,2000,Universal,No,CNG,1.6,300000.0,4,Manual,Front,04-May,Left wheel,White,4,"(250000.0, 438886.75]"
7482,10036,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,119000.0,4,Automatic,Front,04-May,Left wheel,Red,8,"(111111.0, 159000.0]"
7483,24239,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,63000.0,4,Automatic,Front,04-May,Left wheel,Blue,4,"(60000.0, 111111.0]"
7485,20385,0,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,2.4,157846.0,6,Variator,Front,04-May,Left wheel,Brown,6,"(111111.0, 159000.0]"
7486,6899,0,HONDA,Cr-v,1998,Jeep,No,Petrol,2.0,282099.0,4,Automatic,Front,04-May,Left wheel,Black,0,"(250000.0, 438886.75]"
7487,42337,631,TOYOTA,Land Cruiser,2006,Jeep,Yes,CNG,3.7,438886.75,6,Automatic,4x4,04-May,Left wheel,Black,11,"(250000.0, 438886.75]"
7488,39891,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,137445.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(111111.0, 159000.0]"
7489,13485,0,TOYOTA,Prius,2008,Hatchback,No,Petrol,1.5,291200.0,4,Automatic,Front,04-May,Left wheel,White,8,"(250000.0, 438886.75]"
7491,8300,0,BMW,320,2003,Sedan,No,Petrol,2.2,158000.0,6,Tiptronic,Rear,04-May,Right-hand drive,Silver,4,"(111111.0, 159000.0]"
7492,21639,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,16687.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(-0.001, 60000.0]"
7493,17876,764,KIA,Optima,2015,Sedan,Yes,Petrol,2.0,35841.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(-0.001, 60000.0]"
7494,49550,1055,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Petrol,3.5,97400.0,6,Tiptronic,4x4,04-May,Left wheel,Black,12,"(60000.0, 111111.0]"
7495,6115,0,VOLKSWAGEN,Vento,1996,Sedan,No,Petrol,1.8,32585.0,4,Manual,Front,04-May,Left wheel,Blue,4,"(-0.001, 60000.0]"
7496,251,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,259184.0,4,Automatic,Front,04-May,Left wheel,Silver,12,"(250000.0, 438886.75]"
7497,38229,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,150377.0,4,Automatic,Front,04-May,Left wheel,White,4,"(111111.0, 159000.0]"
7498,10349,0,BMW,330,2003,Sedan,Yes,Petrol,3.0,280000.0,6,Tiptronic,Rear,04-May,Left wheel,Silver,8,"(250000.0, 438886.75]"
7500,470,1058,MERCEDES-BENZ,E 350,2012,Coupe,Yes,Petrol,3.5,161808.0,6,Automatic,Rear,02-Mar,Left wheel,Black,12,"(159000.0, 250000.0]"
7502,90,0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,100000.0,6,Automatic,Front,04-May,Left wheel,Golden,8,"(60000.0, 111111.0]"
7503,47042,1058,LEXUS,RX 350,2012,Jeep,Yes,Petrol,3.5,11700.0,6,Tiptronic,4x4,04-May,Left wheel,Black,16,"(-0.001, 60000.0]"
7504,31361,1624,MERCEDES-BENZ,E 350,2009,Coupe,Yes,Petrol,3.5,87985.0,6,Tiptronic,Rear,02-Mar,Left wheel,White,12,"(60000.0, 111111.0]"
7507,250,0,TOYOTA,Land Cruiser Prado,2019,Jeep,No,Diesel,3.0,0.0,6,Automatic,4x4,04-May,Left wheel,White,12,"(-0.001, 60000.0]"
7508,18817,631,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,438886.75,6,Tiptronic,Front,04-May,Left wheel,Black,6,"(250000.0, 438886.75]"
7510,13000,631,MINI,Countryman,2013,Jeep,No,Petrol,1.6,438886.75,4,Automatic,4x4,04-May,Right-hand drive,Black,6,"(250000.0, 438886.75]"
7512,4077,1055,FORD,Explorer,2013,Jeep,Yes,Petrol,3.5,122128.0,6,Automatic,Front,04-May,Left wheel,Grey,12,"(111111.0, 159000.0]"
7513,17249,0,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,380800.0,4,Variator,Front,04-May,Left wheel,Black,8,"(250000.0, 438886.75]"
7514,21326,631,TOYOTA,Prius,2014,Sedan,Yes,Hybrid,1.8,438886.75,4,Automatic,Front,04-May,Left wheel,Black,6,"(250000.0, 438886.75]"
7515,16621,530,HYUNDAI,Veloster,2013,Sedan,Yes,Petrol,1.6,114000.0,4,Tiptronic,Front,02-Mar,Left wheel,Black,8,"(111111.0, 159000.0]"
